"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DN3AVV35","thesis","2010","Luo, Jianxi","Hierarchy in industry architecture : transaction strategy under technological constraints","","","","","https://dspace.mit.edu/handle/1721.1/62759","Motivation -- Industrial firms survive, sustain and co-evolve by participating in the sector of innovation and production through industrial transactions with each other. However, it is difficult for specialized firms to be aware of and manage accordingly the kind of systemic constraints and opportunities induced by relevant but indirect transactions, as well as the technological and economic requirements of their value chains, which they cannot control or even sufficiently observe. The myopia may cause specialized firms to implement incorrect strategies, leave them vulnerable to system failures or ignorant of emerging opportunities. This implies a paradox: the simultaneous needs to specialize and to understand and manage the big picture of the eco-system. Goal -- Previous industry studies have focused on the question if a transaction with an external firm is needed rather than in-house production, and on empirical work from single industries or bilateral relationships between firms. Meanwhile, the firms' positions in the sectoral transactional network are also influential to the success and performance of firms. In this dissertation, I conduct transactional network analysis to explore how firms are organized in the sector of aggregated industries, in order to shed light on the set of previously ignored knowledge on industrial transactions, which is valuable to single firms in designing strategies and managing operations but is not available from firm- and industry-level analysis. Hierarchy in Industry Architecture -- At the sector level, existing theories often assumed hierarchical or non-hierarchical relationships among industrial firms, and quantitative evidence on variable degrees of hierarchy in industry sectors is lacking. This dissertation first identifies and defines the type of hierarchy relevant to industry studies -flow hierarchy, develops a network-based metric on the degree of hierarchy (one-way flow of transactions), and applies it to the transaction data from two industrial sectors in Japan. The empirical results show that the electronics sector exhibits a significantly lower degree of hierarchy than the automotive sector due to the presence of many transaction cycles. It shows that the simplistic hierarchy hypothesis for production sectors does not always hold. Industrial Network Model and Transaction Specificity -- I further create a network simulation model with random networks to relate sector-level hierarchy degrees to firm-level behavioral variables, and infer transaction specificity, i.e. the extent to which a firm is captive to a niche of customers positioned closely in the industrial network hierarchy. The model builds on three basic rules on market structures, i.e. hierarchy, niche, and the mapping relationship between roles and positions. Transaction specificity provides a way to quantify the tendency of a firm to fix or institutionalize its role according to its relative network position, or where the transactions of a firm are oriented in the value chains, whereas traditional studies analyze whether a transaction versus in-house production is needed. The result shows that transaction specificity in the electronics sector is quantitatively much lower than that in the automotive sector. Interviews and Firm Boundary Strategies -- I further conducted interviews with nine firms in the two sectors and found that, with decision rationales related to product modularity, innovation dynamics and asset specificity, the major electronics firms take the permeable vertical boundary strategy and diversified horizontal boundary strategy, which decrease transaction specificity so that many transaction cycles emerge in the electronics sector. My analysis shows the permeability of a firm's vertical boundary, i.e. playing multiple value chain roles, is the necessary condition for transaction cycles to emerge. Meanwhile, these two strategies are not feasible in the automotive sector according to interviews. They are also not observed in the American electronics sector. My data show the American electronics firms tend to be vertically specialized in the value chains. Social-Technical Arguments -- Linking network analysis results, interview data, and the prior work on the physical limits to product modularity, I argue that higher power level of a sector's technologies leads to higher transaction specificity, and more hierarchical transaction lows across the sector. High power technologies constrain strategic transaction choices, while lower power technologies enable a larger option space of transaction strategies, for companies to explore and exploit. Implications -- For academics, the use of network analysis permits transaction cost analysis, or more general analysis of transaction-related decisions, to be extended from the boundary of a firm to the architecture of a sector comprising related industries. It gives us a bird's-eye view to observe firm-level transaction behaviors and create new knowledge on transaction specificity. In addition, the analysis of the physical properties of product technologies allows us to interpret the difference in transaction specificities and hierarchy degrees of different sectors, which economic and sociology theories cannot explain. For industry practitioners, this research suggests that firms' choices for industrial transactions are under some predictable constraints from product technologies. A better understanding of the linkages between industry architecture, firm transaction strategy, and product technology, in turn can guide companies to tailor transaction strategies to implicit technological constraints and to adequately explore strategic options made feasible by technologies.","2010","2022-10-06 16:11:52","2022-10-06 16:11:52","2022-10-06 16:11:52","","","","","","","Hierarchy in industry architecture","","","","","Massachusetts Institute of Technology","","eng","M.I.T. theses are protected by  copyright. They may be viewed from this source for any purpose, but  reproduction or distribution in any format is prohibited without written  permission. See provided URL for inquiries about permission.","Thesis","","","dspace.mit.edu","","Accepted: 2011-05-09T15:31:13Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5XPAN6D","thesis","","Luther, Cathy Jo","Utilizing nondirective play therapy interventions within a family therapy model: A theoretical and clinical exploration","","","","","https://www.proquest.com/docview/304169402/abstract/107E136A8E67484FPQ/1","In this case study, I outline the Metaframeworks (Breunlin, Schwartz, Mac Kune-Karrer, 1992) model of family functioning and family therapy; the therapeutic and developmental importance of play; treatment approaches that utilize nondirective play therapy interventions; and the manner in which nondirective play therapy interventions are integrated within a family systems framework for this case study. Play performs an important role in healthy child development. Family therapy with children can capture the functions of play through the use of nondirective play therapy techniques. After reviewing relevant theoretical and empirical literature, I examine the role of these interventions in the treatment process. I assess change through measures of individual and family functioning as well as by clinical data. The goal of this case study is to present a model for utilizing nondirective play therapy interventions within a family systems treatment approach and to present clinical support for the model's importance.","","2022-10-06 16:14:17","2022-10-06 16:14:17","2022-10-06 16:14:17","","127","","","","","Utilizing nondirective play therapy interventions within a family therapy model","","","","","The Chicago School of Professional Psychology","United States -- Illinois","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Psy.D.","","","ProQuest","","ISBN: 9798209220206","","","","","Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UG6YKE94","thesis","2015","Luthuli, Malusi Kenneth","The roles and functions of traditional leaders (Amakhosi) in the democratic South Africa with a specific focus on those falling under Ingonyama Trust : a case study of Ugu District municipality.","","","","","https://researchspace.ukzn.ac.za/handle/10413/13205","The institution of traditional leadership remains one of the hotly contested topics in post-apartheid South Africa. This is despite the fact that Chapter 12 of the Constitution of the Republic of South Africa accords this institution status under the new political dispensation. What seems to be the bone of contention is the role traditional leaders should play in the present context. The roles and functions of amakhosi have been in constant flux, being redefined by different stages of history, from colonialism to apartheid and once again in the democratic South Africa. As such, amakhosi remain part of the present governance system.  This study was guided by several aims which included but were not limited to: establish and articulate the roles and functions of amakhosi in post-apartheid South Africa and local governance, with a specific focus on amakhosi falling under Ingonyama Trust; evaluate the adequacy of resources allocated to amakhosi for achieving their directive; parallel legal requirements with work taking place at grassroots level; as well as compare and contrast the mandate of amakhosi against that of democratically elected councillors focusing particularly on those who fall under Ingonyama Trust. Empirical research using questionnaires and interviews was conducted in the Ugu District Municipality.  The findings revealed inter alia that the roles and functions of amakhosi have been in constant flux over a lengthy period of time. As such, amakhosi and their traditional leadership supporting structures have had to constantly evolve to pass the bar. Another finding was that amakhosi are still accorded status and relevance in society but need to be provided financial resources for them to be more effective. Lastly, the study revealed that at times amakhosi and elected councillors compete for supremacy. It is therefore recommended that further legislation is needed to ensure that these two leadership structures work in harmony to ensure community development.","2015","2022-10-06 16:16:55","2022-10-06 16:16:55","2022-10-06 16:16:55","","","","","","","The roles and functions of traditional leaders (Amakhosi) in the democratic South Africa with a specific focus on those falling under Ingonyama Trust","","","","","","","en_ZA","","Thesis","","","ukzn-dspace.ukzn.ac.za","","Accepted: 2016-07-28T06:34:25Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43NFGRCN","thesis","","Lyon, Michael H.","An enquiry into the origins of british racism","","","","","https://www.proquest.com/docview/301409339/abstract/2CCECF66D944418APQ/1","Race is defined in terms of hegemonic ruling principles by means of an analytic contrast with caste and feudal hierarchy. Hierarchical, hieratic and, hegemonic colonial empire are compared in the Americas. The first two (Portuguese and Spanish) types of rule are shown to converge historically and to become racially attenuated. Both diverge increasingly from British hegemonic rule which is identified as raciogenic and potentially rank-disjunctive. The hegemonic conditions of race formation and ranking are, however, identified as post-colonial and are shown to derive from crises in capitalist-democracy. Intensifying crisis-successions are examined in the Deep South and South Africa. In the First Racist formation race precedes racism, but in the Second Racist formation, it is argued, race succeeds racism. Racial dynamics are explained by hegemonic developments, not by prior ruling ideas or rank formations. A structural theory of conflict transformation accounts for the critical construction of racist rule by means of ranking realignment, and is applied systematically .to the cases of Nazi Germany and post-imperial Britain. Contemporary metropolitan base-ranking is examined by comparing models of migrant labour control. British contraction is found to produce greatest contradiction in this respect. Brltish racist ranking is interpreted as an indigenous product of ruling crisis, not as an attribute of colonised migrant-settlers. The processes of minority formation and denigration are illustrated by an investigation into the position of British citizens of Asian extraction. The structural origins and transformation of British metropolitan crisis are explained substantively in terms of decolonisation, conflict accumulation and critical displacement. To investigate how racist resolution engenders ranking debasement, the social agents who mediate racification are examined. These are identified as the mainstream, parliamentary, not extremist forces in political democracy; and also the national press. In conclusion, an overall theory of hegemonic decline is formulated which synthesises previous case-findings and proposes a class-analysis of racial dynamics. The intensification of British metropolitan racism is finally assessed, both comparatively and immediately, as a continuing process","","2022-10-06 16:17:07","2022-10-06 16:17:07","2022-10-06 16:17:07","","1330","","","","","","","","","","University of Aberdeen (United Kingdom)","Scotland","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Ph.D.","","","ProQuest","","ISBN: 9781073215478","","","","","Social sciences; (UMI)AAIU314820; Racism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BU3U3SKR","thesis","","Lyons, Janice M.","Overburdened or valued contributors? Responsibility, family processes, and emotional competence in adolescents from divorced and remarried families","","","","","https://www.proquest.com/docview/304106523/abstract/2266D2A65B43444FPQ/1","Adolescents in divorced and remarried families are often asked to take on additional responsibilities for household chores and financial support of their family. Whether these responsibilities represent a burden or an opportunity to be a valued contributor to the family has been debated. The meaning of responsibilities may be determined by the family context. Family processes such as hierarchy and cohesion may mediate the relationship between family structure and adolescents' perception of their role in the family. Adolescents' perception of their role in the family (burdened or valued contributor) may determine emotional competence outcomes. Participants were from the sixth wave of the Michigan Study of Adolescent Life Transitions. This normative sample of predominately White 12th graders included students from married (N = 908), divorced single-mother (N = 133) and stepfather families (N = 90). Adolescents reported how many hours each week they spent completing household chores. Likert-scale items assessed perception of family role (burdened/valued contributor), level of cohesion and degree of hierarchy in family, and emotional competence (self-efficacy, self-esteem, depression). Results indicated that familial hierarchy, cohesion, and assignment of chores were related to whether adolescents perceived themselves as a valued contributor or burdened member. Family structure, chores and family processes were predictive of depression, and self-efficacy in boys. Contributor role was determined primarily by divorced family status and greater responsibility for chores. Burdened role was determined by divorced status and more chores, as well as greater hierarchy and lower cohesion. The low hierarchy which was more characteristic of divorced families partially protected adolescents from feeling more burdened by their chores or developing greater depressed mood. However, low cohesion in divorced and remarried families was related to slight increases in burden and depression. Adolescents in divorced families were most likely to provide direct financial support to their families. In divorced families, adolescents reported greater depression than adolescents who did not provide direct support. However, the responsibility of providing direct support was also linked to higher self-efficacy.","","2022-10-06 16:17:16","2022-10-06 16:17:16","2022-10-06 16:17:16","","136","","","","","Overburdened or valued contributors?","","","","","The Pennsylvania State University","United States -- Pennsylvania","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Ph.D.","","","ProQuest","","ISBN: 9798635292891","","","","","Social sciences; Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCFES9F9","thesis","2009","Lyu, Jaesang","Marginality and coping: A communal contextual narrative approach to pastoral care with Korean American Christians","","","","","https://www.proquest.com/docview/230927397/abstract/3ACC9A5E9974FFDPQ/1","Focusing on Korean American experiences of racism, sexism, and intergenerational conflicts related to the acculturation process, this dissertation examines the social reality of marginality and constructs a communal contextual narrative approach to pastoral care. Current approaches to pastoral care in the Korean American church encourage a deferring style of religious coping that maintains the status quo—the internalized status of marginality—without activating self agency for the fulfillment of one’s own selfhood within the communal life of religious communities. A communally grounded sense of self agency is described in terms of three aspects of Korean indigenous culture: (1) uri (we-ness), (2) jeong (communal empathic connection), and (3) han (the experience of suffering from interdependent injustice). A communal contextual narrative approach challenges the limitations of passive (deferring) ways of coping that disengage personal narratives from biblical narratives. This approach encourages a collaborative coping style, which emphasizes the partnership of human agency with divine agency in the context of the faith community. Asian (Korean) American feminist theologies, along with theologies of divine marginalization are used to describe a process of deconstructing dominant and destructive narratives and reconstructing alternative liberating narratives based on biblical stories about marginalization. In elaborating how to implement this model of pastoral care, this dissertation draws upon (1) narrative therapy approaches developed by White (1990, 2007) and other narrative therapists; (2) the “biblical narrative model” developed by Wimberly (1994, 2003, and 2008); and (3) the indigenous practice of han-pu-ri as a process of change. Four steps are outlined: (1) evoking sacredness, (2) naming and externalizing the problem, (3) re-authoring one’s story, and (4) re-membering and reconnecting with the community and God. Finally, this dissertation proposes a vision of the Korean American church as an Uri community that continues to weave the human narratives with biblical narratives, in which person, community, and God collaborate as partners for authoring life-giving stories that reflect the full potentiality of life. By reframing negative experiences of marginalization within the larger narratives of both the Uri community and biblical narratives of marginalization, this dissertation challenges Korean immigrants and their families to move from social marginality defined by oppressive narratives to authentic marginality defined by preferred narratives about God.","2009","2022-10-06 16:17:24","2022-10-06 16:17:24","2022-10-06 16:17:24","","265","","","","","Marginality and coping","","","","","The Iliff School of Theology and University of Denver","United States -- Colorado","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Ph.D.","","","ProQuest","","ISBN: 9781109269857 Publication Title: ProQuest Dissertations and Theses","","","","","Psychology; Philosophy; religion and theology; Coping; Christians; Korean-Americans; Marginality; Narrative therapy; Pastoral care; Pastoral care and counseling; Pastoral theology; Religious coping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SFIIXHS","journalArticle","2022","Ma, Dongshan; Zhao, Jiayu; Zhang, Shengqiang; Wang, Cuifang","Does the informal hierarchy of independent directors have a corporate governance effect? Evidence from China","Asia-Pacific Journal of Accounting & Economics","","1608-1625","10.1080/16081625.2022.2077778","https://doi.org/10.1080/16081625.2022.2077778","Using a large sample of Chinese A-share listed firms during 2008–2017, this study investigates whether and how the informal hierarchy of independent directors affects two types of agency costs. We find that the informal hierarchy of independent directors is negatively correlated with the two types of agency costs and the negative effect is robust to alternative empirical designs. Moreover, our further research indicates that ownership structure matters for the performance of independent directors. We provide empirical evidence for optimizing the independent director team structure and improving corporate governance.","2022-05-17","2022-10-06 16:17:32","2022-10-06 16:17:32","2022-10-06 16:17:32","1-15","","0","0","","","Does the informal hierarchy of independent directors have a corporate governance effect?","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/16081625.2022.2077778","","","","","corporate governance; informal hierarchy; agency cost; Independent director; ownership structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMCYN5GS","thesis","2005","MacCarroll, Margaret","May Ayim: A woman in the margin of German society","","","","","","","2005","2022-10-06 16:17:55","2022-10-06 16:18:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNM87XAI","journalArticle","2018","MacDonald, Paul K.","Embedded authority: a relational network approach to hierarchy in world politics","Review of International Studies","","0260-2105, 1469-9044","10.1017/S0260210517000213","https://www.cambridge.org/core/journals/review-of-international-studies/article/embedded-authority-a-relational-network-approach-to-hierarchy-in-world-politics/EBB230F4BA9AE541BA5F49D1AFBF015E","Relations of sovereign inequality permeate international politics, and a growing body of literature grapples with the question of how states establish and sustain hierarchy amidst anarchy. I argue that existing literature on hierarchy, for all its diverse insights, misses what makes hierarchy unique in world politics. Hierarchy is not simply the presence of inequality or stratification among actors, but rather an authority relationship in which a dominant actor exercises some modicum of control over a subordinate one. This authority relationship, moreover, is dramatically different than ones found in domestic hierarchies. It is shaped less by written laws or formal procedures, than by subtle forms of manipulation and the development of informal practices. For this reason, hierarchy cannot simply be reduced the to the dynamics of anarchy, and must be viewed as a relational phenomenon. Ties between actors create positions that permit dominant actors to appropriate and orchestrate the sharing of authority with subordinate intermediaries. This article develops this relational network approach, highlighting how concepts such as access, brokerage, and yoking can illuminate the processes by which authority is enlisted and appropriated in world politics.","2018-01","2022-10-06 16:18:17","2022-10-06 16:18:17","2022-10-06 16:18:17","128-150","","1","44","","","Embedded authority","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","","","","Hierarchy; Relationalism; Social Network Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K345RPBV","thesis","","Koo, Gloria Minkyung","Supply and Demand of Economic Hierarchy: the Northeast Asia Case","","","","","https://www.proquest.com/docview/2070287597/abstract/98E121B5CF634C0APQ/1","The dissertation explains hierarchy as an evolving process that is fashioned by dynamics of supply and demand. On the supply side, major powers vie to build, maintain and defend their leadership status. The potential leaders devise and follow strategies in pursuit. On the demand side, follower countries weigh the costs and benefits of following the leader candidates. They push and pull the potential leaders, and employ leverage tactics to settle on a regional leadership structure of choice. The dissertation focuses on the trade, monetary and institutional categories of leadership. In that light, the dissertation examines the empirical case of the U.S. leadership in Northeast Asia from 1950 to present. During the periods of the rise, maintenance and defense of the U.S. leadership, Japan, China, South Korea and Taiwan along with Southeast Asian nations demonstrate multifaceted compliance and resistance. More recently, Japan and China have contested America’s dominance in the region. Evidence shows that interactions between the suppliers and consumers of the leadership have shaped the hierarchical structure in Northeast Asia.","","2022-10-06 16:18:28","2022-10-06 16:18:28","2022-10-06 16:18:28","","147","","","","","Supply and Demand of Economic Hierarchy","","","","","University of Southern California","United States -- California","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Ph.D.","","","ProQuest","","ISBN: 9798209709510","","","","","Social sciences; (UMI)AAI10801267; Hegemonic Stability Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RV8YEN9G","thesis","2020","Korniat, Elizabeth; Wehner, Thomas","Motivations of Middle Managers for Implementing Change in IT : A Comparative Analysis of the United States and Sweden","","","","","http://urn.kb.se/resolve?urn=urn:nbn:se:liu:diva-166979","DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.","2020","2022-10-06 16:18:49","2022-10-06 16:18:53","2022-10-06 16:18:49","","","","","","","Motivations of Middle Managers for Implementing Change in IT","","","","","","","eng","","","","","www.diva-portal.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7ZVPQT3","conferencePaper","","Koskimies, Emanuela","Cosmopolitanism and hierarchy. An attempt to a counterfactual analysis","","","","","","","","2022-10-06 16:19:25","2022-10-06 16:19:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WK5VHHE","journalArticle","2002","Kovziridze, Tamara","Europeanization of Federal Institutional Relationships: Hierarchical and Interdependent Relationship Structures in Belgium, Germany and Austria","Regional & Federal Studies","","1359-7566","10.1080/714004761","https://doi.org/10.1080/714004761","","2002-09-01","2022-10-06 16:19:42","2022-10-06 16:19:42","2022-10-06 16:19:42","128-155","","3","12","","","Europeanization of Federal Institutional Relationships","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/714004761","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3I9NTFH","conferencePaper","2016","Kramer, Eric-Hans","Have ICT innovations turned the principle of “organizational choice” into the principle of “infinite freedom”?","","","","","","","2016","2022-10-06 16:20:02","2022-10-06 16:20:02","","","","","","","","","","","","","conference of the Sociotechnical Roundtable September 7th-9th","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5QL2JXF","thesis","","Krinsky, John David","Working against workfare: Coalitions and claims in the politics of welfare reform in New York City, 1995–2000","","","","","https://www.proquest.com/docview/304798082/abstract/34C23FD382204C93PQ/1","In 1995, New York City adopted the country's largest workfare program by putting nearly 40,000 welfare recipients to work in exchange for their benefits. Workfare workers complained of poor working conditions, arbitrary discipline, loss of benefits, and inequitable pay for the work they were doing. Municipal workers saw that jobs they had previously done being performed for a fraction of their pay. Community groups, welfare advocates, and unions therefore began to contest the dominant opposition between welfare and work by seeking to redefine elements of each. I examine the struggle over the meanings of workfare in New York City during the period of its greatest expansion and institutionalization. Were workfare workers welfare recipients, workers, neither, or both? Whether public debates treat workfare workers as workers, welfare recipients, or some combination of the two reverberates into decisions about how to organize them, which legal frameworks to apply to litigation brought on their behalf, and what rights and responsibilities their position entails. In addressing the answers that various groups formulated to this question, I ask: Why some actors and claims come to dominate a political debate? Why do positions of domination change? How do coalitions around claims form? What organizational and cultural dynamics lead to changed strategic positions for actors and their claims? How do larger socio-economic processes shape the settings within which debates over workfare unfolded? These questions lie at the intersection of cultural and political sociology. Drawing upon Gramsci's argument that the institutional differentiation of civil society disorganizes working-class coalitions by generating multiple, ambiguous principles by which claims can be made on state authorities, I show that workfare, through its effects upon many institutional arenas of urban life, similarly disorganizes its challengers. By extending Gramsci's argument with recent developments in social movement theory and cultural sociology, I propose that challenging groups' different capacities to set the terms of debate about workfare depend on their respective levels of narrative reach and constraint. I draw on measurements from social network analysis to understand the configuration of political-interpretive coalitions and to map positions in the field. (Abstract shortened by UMI.)","","2022-10-06 16:21:15","2022-10-06 16:21:15","2022-10-06 16:21:15","","423","","","","","Working against workfare","","","","","Columbia University","United States -- New York","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Ph.D.","","","ProQuest","","ISBN: 9780493624853","","","","","Social sciences; New York City; Welfare reform; Workfare; Working","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9AKFKEM","conferencePaper","","KUBICEK, Herbert","Governance of Interoperability in Intergovernmental Services","","","","","","","","2022-10-06 16:33:50","2022-10-06 16:33:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87GS4L7D","bookSection","2022","Küchler, Susanne","Why images prevail","","","","","","","2022","2022-10-06 16:36:11","2022-10-06 16:36:11","","","","","","","","","","","","","Propyleaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWW9JAJR","thesis","2014","Kuiri, Mikko","Utilizing environmental management system in a new market area : barriers and benefits; case WWF's green office in Vietnam","","","","","https://jyx.jyu.fi/handle/123456789/44187","Companies and different kinds of organizations see responsibility and moreover  environmental issues increasingly important part of their business strategy especially in  developed western markets, and emerging and developing markets are following their  lead. In the world where competitiveness increases in different business sectors and  natural resources decrease, mastering environmental management is a competitive  advantage. Environmental Management Systems (EMS) are a tool for focusing on  environmental issues as part of corporate responsibility making it part of the business  operations and daily routines. In this research the focus is on WWF’s Green Office EMS,  which some authors considers a “simplified” and WWF itself as a “practical” EMS.  The aim of the research was to find the main barriers and benefits of utilizing the  WWF’s Green Office EMS in its rather new market area, Vietnam. The research was  qualitative and the data of the case was collected via semi-structured interviews with 12  relevant Green Office EMS organizations in Vietnam, and also some key persons from  WWF were interviewed.  The research turned out to be very interesting and useful yet challenging, because  this field of business had very little if any former research in the research topic. The  research task was fulfilled by answering the research question and mapping out the  main barriers and benefits from utilizing the WWF’s Green Office EMS in Vietnam.  Also, some ideas to improve the EMS work in Vietnam were able to give.  The research shows that there are clear benefits from utilizing the WWF’s Green  Office EMS and the main benefits can be mentioned as motivating staff for  environmental actions in their daily work, as well as clear financial and material  savings. Regarding financial issues one of the main barriers seemed to be quite hard  economic situation in Asia, leading to costs of the EMS can form a barrier for the  utilization. Also WWF’s Green Office EMS is rather new in Vietnam which forms a  barrier to its wider utilization because it is not well-known EMS. More EMS promotion  and localization is needed to make the EMS utilization more beneficial.","2014","2022-10-06 16:36:55","2022-10-06 16:37:02","2022-10-06 16:36:55","","","","","","","Utilizing environmental management system in a new market area","","","","","","","eng","Julkaisu on tekijänoikeussäännösten alainen. Teosta voi lukea ja tulostaa henkilökohtaista käyttöä varten. Käyttö kaupallisiin tarkoituksiin on kielletty.","","","","jyx.jyu.fi","","Accepted: 2014-09-04T08:31:42Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M46T2XYV","journalArticle","2003","Kumar, A. R. V.; Shivakumara, B.","Variable response of male Helicoverpa armigera moth to sex pheromone blends: A case of behavioural polymorphism?","Current Science","","0011-3891","","https://www.jstor.org/stable/24108509","Sex pheromone traps used for monitoring Helicoverpa armigera (Hubner), a polyphagous pest of many crops cultivated across the length and breadth of India, are known to be highly inconsistent in trapping male moths. We report here, through replicated studies from five locations in Karnataka, India, two population parameters – density and polymorphism, as important factors that affect the trap catches of H. armigera males.","2003","2022-10-06 16:37:52","2022-10-06 16:37:52","2022-10-06 16:37:52","705-709","","5","84","","","Variable response of male Helicoverpa armigera moth to sex pheromone blends","","","","","","","","","","","","JSTOR","","Publisher: Temporary Publisher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWC24445","journalArticle","2003","Kumar, Rajesh; Worm, Verner","Social capital and the dynamics of business negotiations between the northern Europeans and the Chinese","International Marketing Review","","0265-1335","10.1108/02651330310477594","https://doi.org/10.1108/02651330310477594","The paper assesses the impact of social capital on the dynamics of Sino‐northern European business negotiations. It is argued that, while conflicting negotiation styles create interactional difficulties between the Chinese and the northern Europeans, the impact of the interactional difficulties on the processes and outcomes of negotiations is critically dependent on the pre‐existing level of social capital among the negotiators. Social capital has three major components, namely cognitive, relational, and structural. The cognitive dimension highlights the level of shared understanding among the actors; the relational dimension focuses on the affective bonding among the actors; while the structural dimension highlights the nature of interconnectedness among the actors. This is an exploratory study conducted through in‐depth interviews with 24 northern Europeans and 15 Chinese managers, who have been negotiating with each other for several years. We highlight the linkages between the different dimensions of social capital and negotiation processes and outcomes, and conclude with implications for research and practice.","2003-01-01","2022-10-06 16:38:07","2022-10-06 16:38:07","2022-10-06 16:38:07","262-285","","3","20","","","","","","","","","","","","","","","Emerald Insight","","Publisher: MCB UP Ltd","","","","","China; Interaction; Negotiating; International business; National cultures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
